Rigol Technologies,Inc. Save analog waveform to excel files.,,,,,
144,0.00E+00,,,,,
145,0.00E+00,,,,,
146,0.00E+00,,,,,
147,0.00E+00,,,,,
148,0.00E+00,,,,,
149,0.00E+00,,,,,
150,0.00E+00,,,,,
151,0.00E+00,,,,,
152,0.00E+00,,,,,
153,0.00E+00,,,,,
154,0.00E+00,,,,,
155,0.00E+00,,,,,
156,0.00E+00,,,,,
157,0.00E+00,,,,,
158,0.00E+00,,,,,
159,0.00E+00,,,,,
160,0.00E+00,,,,,
161,0.00E+00,,,,,
162,0.00E+00,,,,,
163,0.00E+00,,,,,
164,0.00E+00,,,,,
165,0.00E+00,,,,,
166,0.00E+00,,,,,
167,0.00E+00,,,,,
168,0.00E+00,,,,,
169,0.00E+00,,,,,
170,0.00E+00,,,,,
171,0.00E+00,,,,,
172,0.00E+00,,,,,
173,0.00E+00,,,,,
174,0.00E+00,,,,,
175,0.00E+00,,,,,
176,0.00E+00,,,,,
177,0.00E+00,,,,,
178,0.00E+00,,,,,
179,0.00E+00,,,,,
180,0.00E+00,,,,,
181,1.00E+00,,,,,
182,1.00E+00,,,,,
183,1.00E+00,,,,,
184,1.00E+00,,,,,
185,1.00E+00,,,,,
186,1.00E+00,,,,,
187,1.00E+00,,,,,
188,1.00E+00,,,,,
189,1.00E+00,,,,,
190,1.00E+00,,,,,
191,1.00E+00,,,,,
192,1.00E+00,,,,,
193,1.00E+00,,,,,
194,1.00E+00,,,,,
195,1.00E+00,,,,,
196,1.00E+00,,,,,
197,1.00E+00,,,,,
198,1.00E+00,,,,,
199,1.00E+00,,,,,
200,1.00E+00,,,,,
201,1.00E+00,,,,,
202,1.00E+00,,,,,
203,1.00E+00,,,,,
204,1.00E+00,,,,,
205,1.00E+00,,,,,
206,1.00E+00,,,,,
207,1.00E+00,,,,,
208,1.00E+00,,,,,
209,1.00E+00,,,,,
210,1.00E+00,,,,,
211,1.00E+00,,,,,
212,1.00E+00,,,,,
213,1.00E+00,,,,,
214,1.00E+00,,,,,
215,1.00E+00,,,,,
216,1.00E+00,,,,,
217,1.00E+00,,,,,
218,1.00E+00,,,,,
219,1.00E+00,,,,,
220,1.00E+00,,,,,
221,1.00E+00,,,,,
222,1.00E+00,,,,,
223,1.00E+00,,,,,
224,1.00E+00,,,,,
225,1.00E+00,,,,,
226,1.00E+00,,,,,
227,1.00E+00,,,,,
228,1.00E+00,,,,,
229,1.00E+00,,,,,
230,1.00E+00,,,,,
231,1.00E+00,,,,,
232,1.00E+00,,,,,
233,1.00E+00,,,,,
234,1.00E+00,,,,,
235,1.00E+00,,,,,
236,1.00E+00,,,,,
237,1.00E+00,,,,,
238,1.00E+00,,,,,
239,1.00E+00,,,,,
240,1.00E+00,,,,,
241,1.00E+00,,,,,
242,1.00E+00,,,,,
243,1.00E+00,,,,,
244,1.00E+00,,,,,
245,1.00E+00,,,,,
246,1.00E+00,,,,,
247,1.00E+00,,,,,
248,1.00E+00,,,,,
249,1.00E+00,,,,,
250,1.00E+00,,,,,
251,1.00E+00,,,,,
252,1.00E+00,,,,,
253,1.00E+00,,,,,
254,1.00E+00,,,,,
255,1.00E+00,,,,,
256,1.00E+00,,,,,
257,1.00E+00,,,,,
258,1.00E+00,,,,,
259,1.00E+00,,,,,
260,1.00E+00,,,,,
261,1.00E+00,,,,,
262,1.00E+00,,,,,
263,1.00E+00,,,,,
264,1.00E+00,,,,,
265,1.00E+00,,,,,
266,1.00E+00,,,,,
267,1.00E+00,,,,,
268,1.00E+00,,,,,
269,1.00E+00,,,,,
270,1.00E+00,,,,,
271,0.00E+00,,,,,
272,0.00E+00,,,,,
273,0.00E+00,,,,,
274,0.00E+00,,,,,
275,0.00E+00,,,,,
276,0.00E+00,,,,,
277,0.00E+00,,,,,
278,0.00E+00,,,,,
279,0.00E+00,,,,,
280,0.00E+00,,,,,
281,0.00E+00,,,,,
282,0.00E+00,,,,,
283,0.00E+00,,,,,
284,0.00E+00,,,,,
285,0.00E+00,,,,,
286,0.00E+00,,,,,
287,0.00E+00,,,,,
288,0.00E+00,,,,,
289,0.00E+00,,,,,
290,0.00E+00,,,,,
291,0.00E+00,,,,,
292,0.00E+00,,,,,
293,0.00E+00,,,,,
294,0.00E+00,,,,,
295,0.00E+00,,,,,
296,0.00E+00,,,,,
297,0.00E+00,,,,,
298,0.00E+00,,,,,
299,0.00E+00,,,,,
300,0.00E+00,,,,,
301,0.00E+00,,,,,
302,0.00E+00,,,,,
303,0.00E+00,,,,,
304,0.00E+00,,,,,
305,0.00E+00,,,,,
306,0.00E+00,,,,,
307,0.00E+00,,,,,
308,0.00E+00,,,,,
309,0.00E+00,,,,,
310,0.00E+00,,,,,
311,0.00E+00,,,,,
312,0.00E+00,,,,,
313,0.00E+00,,,,,
314,0.00E+00,,,,,
315,0.00E+00,,,,,
316,0.00E+00,,,,,
317,0.00E+00,,,,,
318,0.00E+00,,,,,
319,0.00E+00,,,,,
320,0.00E+00,,,,,
321,0.00E+00,,,,,
322,0.00E+00,,,,,
323,0.00E+00,,,,,
324,0.00E+00,,,,,
325,0.00E+00,,,,,
326,0.00E+00,,,,,
327,0.00E+00,,,,,
328,0.00E+00,,,,,
329,0.00E+00,,,,,
330,0.00E+00,,,,,
331,0.00E+00,,,,,
332,0.00E+00,,,,,
333,0.00E+00,,,,,
334,0.00E+00,,,,,
335,0.00E+00,,,,,
336,0.00E+00,,,,,
337,0.00E+00,,,,,
338,0.00E+00,,,,,
339,0.00E+00,,,,,
340,0.00E+00,,,,,
341,0.00E+00,,,,,
342,0.00E+00,,,,,
343,0.00E+00,,,,,
344,0.00E+00,,,,,
345,0.00E+00,,,,,
346,0.00E+00,,,,,
347,0.00E+00,,,,,
348,0.00E+00,,,,,
349,0.00E+00,,,,,
350,0.00E+00,,,,,
351,0.00E+00,,,,,
352,0.00E+00,,,,,
353,0.00E+00,,,,,
354,0.00E+00,,,,,
355,0.00E+00,,,,,
356,0.00E+00,,,,,
357,0.00E+00,,,,,
358,0.00E+00,,,,,
359,0.00E+00,,,,,
360,0.00E+00,,,,,
361,1.00E+00,,,,,
362,1.00E+00,,,,,
363,1.00E+00,,,,,
364,1.00E+00,,,,,
365,1.00E+00,,,,,
366,1.00E+00,,,,,
367,1.00E+00,,,,,
368,1.00E+00,,,,,
369,1.00E+00,,,,,
370,1.00E+00,,,,,
371,1.00E+00,,,,,
372,1.00E+00,,,,,
373,1.00E+00,,,,,
374,1.00E+00,,,,,
375,1.00E+00,,,,,
376,1.00E+00,,,,,
377,1.00E+00,,,,,
378,1.00E+00,,,,,
379,1.00E+00,,,,,
380,1.00E+00,,,,,
381,1.00E+00,,,,,
382,1.00E+00,,,,,
383,1.00E+00,,,,,
384,1.00E+00,,,,,
385,1.00E+00,,,,,
386,1.00E+00,,,,,
387,1.00E+00,,,,,
388,1.00E+00,,,,,
389,1.00E+00,,,,,
390,1.00E+00,,,,,
391,1.00E+00,,,,,
392,1.00E+00,,,,,
393,1.00E+00,,,,,
394,1.00E+00,,,,,
395,1.00E+00,,,,,
396,1.00E+00,,,,,
397,1.00E+00,,,,,
398,1.00E+00,,,,,
399,1.00E+00,,,,,
400,1.00E+00,,,,,
401,1.00E+00,,,,,
402,1.00E+00,,,,,
403,1.00E+00,,,,,
404,1.00E+00,,,,,
405,1.00E+00,,,,,
406,1.00E+00,,,,,
407,1.00E+00,,,,,
408,1.00E+00,,,,,
409,1.00E+00,,,,,
410,1.00E+00,,,,,
411,1.00E+00,,,,,
412,1.00E+00,,,,,
413,1.00E+00,,,,,
414,1.00E+00,,,,,
415,1.00E+00,,,,,
416,1.00E+00,,,,,
417,1.00E+00,,,,,
418,1.00E+00,,,,,
419,1.00E+00,,,,,
420,1.00E+00,,,,,
421,1.00E+00,,,,,
422,1.00E+00,,,,,
423,1.00E+00,,,,,
424,1.00E+00,,,,,
425,1.00E+00,,,,,
426,1.00E+00,,,,,
427,1.00E+00,,,,,
428,1.00E+00,,,,,
429,1.00E+00,,,,,
430,1.00E+00,,,,,
431,1.00E+00,,,,,
432,1.00E+00,,,,,
433,1.00E+00,,,,,
434,1.00E+00,,,,,
435,1.00E+00,,,,,
436,1.00E+00,,,,,
437,1.00E+00,,,,,
438,1.00E+00,,,,,
439,1.00E+00,,,,,
440,1.00E+00,,,,,
441,1.00E+00,,,,,
442,1.00E+00,,,,,
443,1.00E+00,,,,,
444,1.00E+00,,,,,
445,1.00E+00,,,,,
446,1.00E+00,,,,,
447,1.00E+00,,,,,
448,1.00E+00,,,,,
449,1.00E+00,,,,,
450,1.00E+00,,,,,
451,0.00E+00,,,,,
452,0.00E+00,,,,,
453,0.00E+00,,,,,
454,0.00E+00,,,,,
455,0.00E+00,,,,,
456,0.00E+00,,,,,
457,0.00E+00,,,,,
458,0.00E+00,,,,,
459,0.00E+00,,,,,
460,0.00E+00,,,,,
461,0.00E+00,,,,,
462,0.00E+00,,,,,
463,0.00E+00,,,,,
464,0.00E+00,,,,,
465,0.00E+00,,,,,
466,0.00E+00,,,,,
467,0.00E+00,,,,,
468,0.00E+00,,,,,
469,0.00E+00,,,,,
470,0.00E+00,,,,,
471,0.00E+00,,,,,
472,0.00E+00,,,,,
473,0.00E+00,,,,,
474,0.00E+00,,,,,
475,0.00E+00,,,,,
476,0.00E+00,,,,,
477,0.00E+00,,,,,
478,0.00E+00,,,,,
479,0.00E+00,,,,,
480,0.00E+00,,,,,
481,0.00E+00,,,,,
482,0.00E+00,,,,,
483,0.00E+00,,,,,
484,0.00E+00,,,,,
485,0.00E+00,,,,,
486,0.00E+00,,,,,
487,0.00E+00,,,,,
488,0.00E+00,,,,,
489,0.00E+00,,,,,
490,0.00E+00,,,,,
491,0.00E+00,,,,,
492,0.00E+00,,,,,
493,0.00E+00,,,,,
494,0.00E+00,,,,,
495,0.00E+00,,,,,
496,0.00E+00,,,,,
497,0.00E+00,,,,,
498,0.00E+00,,,,,
499,0.00E+00,,,,,
500,0.00E+00,,,,,
501,0.00E+00,,,,,
502,0.00E+00,,,,,
503,0.00E+00,,,,,
504,0.00E+00,,,,,
505,0.00E+00,,,,,
506,0.00E+00,,,,,
507,0.00E+00,,,,,
508,0.00E+00,,,,,
509,0.00E+00,,,,,
510,0.00E+00,,,,,
511,0.00E+00,,,,,
512,0.00E+00,,,,,
513,0.00E+00,,,,,
514,0.00E+00,,,,,
515,0.00E+00,,,,,
516,0.00E+00,,,,,
517,0.00E+00,,,,,
518,0.00E+00,,,,,
519,0.00E+00,,,,,
520,0.00E+00,,,,,
521,0.00E+00,,,,,
522,0.00E+00,,,,,
523,0.00E+00,,,,,
524,0.00E+00,,,,,
525,0.00E+00,,,,,
526,0.00E+00,,,,,
527,0.00E+00,,,,,
528,0.00E+00,,,,,
529,0.00E+00,,,,,
530,0.00E+00,,,,,
531,0.00E+00,,,,,
532,0.00E+00,,,,,
533,0.00E+00,,,,,
534,0.00E+00,,,,,
535,0.00E+00,,,,,
536,0.00E+00,,,,,
537,0.00E+00,,,,,
538,0.00E+00,,,,,
539,0.00E+00,,,,,
540,0.00E+00,,,,,
541,1.00E+00,,,,,
542,1.00E+00,,,,,
543,1.00E+00,,,,,
544,1.00E+00,,,,,
545,1.00E+00,,,,,
546,1.00E+00,,,,,
547,1.00E+00,,,,,
548,1.00E+00,,,,,
549,1.00E+00,,,,,
550,1.00E+00,,,,,
551,1.00E+00,,,,,
552,1.00E+00,,,,,
553,1.00E+00,,,,,
554,1.00E+00,,,,,
555,1.00E+00,,,,,
556,1.00E+00,,,,,
557,1.00E+00,,,,,
558,1.00E+00,,,,,
559,1.00E+00,,,,,
560,1.00E+00,,,,,
561,1.00E+00,,,,,
562,1.00E+00,,,,,
563,1.00E+00,,,,,
564,1.00E+00,,,,,
565,1.00E+00,,,,,
566,1.00E+00,,,,,
567,1.00E+00,,,,,
568,1.00E+00,,,,,
569,1.00E+00,,,,,
570,1.00E+00,,,,,
571,1.00E+00,,,,,
572,1.00E+00,,,,,
573,1.00E+00,,,,,
574,1.00E+00,,,,,
575,1.00E+00,,,,,
576,1.00E+00,,,,,
577,1.00E+00,,,,,
578,1.00E+00,,,,,
579,1.00E+00,,,,,
580,1.00E+00,,,,,
581,1.00E+00,,,,,
582,1.00E+00,,,,,
583,1.00E+00,,,,,
584,1.00E+00,,,,,
585,1.00E+00,,,,,
586,1.00E+00,,,,,
587,1.00E+00,,,,,
588,1.00E+00,,,,,
589,1.00E+00,,,,,
590,1.00E+00,,,,,
591,1.00E+00,,,,,
592,1.00E+00,,,,,
593,1.00E+00,,,,,
594,1.00E+00,,,,,
595,1.00E+00,,,,,
596,1.00E+00,,,,,
597,1.00E+00,,,,,
598,1.00E+00,,,,,
599,1.00E+00,,,,,
600,1.00E+00,,,,,
601,1.00E+00,,,,,
602,1.00E+00,,,,,
603,1.00E+00,,,,,
604,1.00E+00,,,,,
605,1.00E+00,,,,,
606,1.00E+00,,,,,
607,1.00E+00,,,,,
608,1.00E+00,,,,,
609,1.00E+00,,,,,
610,1.00E+00,,,,,
611,1.00E+00,,,,,
612,1.00E+00,,,,,
613,1.00E+00,,,,,
614,1.00E+00,,,,,
615,1.00E+00,,,,,
616,1.00E+00,,,,,
617,1.00E+00,,,,,
618,1.00E+00,,,,,
619,1.00E+00,,,,,
620,1.00E+00,,,,,
621,1.00E+00,,,,,
622,1.00E+00,,,,,
623,1.00E+00,,,,,
624,1.00E+00,,,,,
625,1.00E+00,,,,,
626,1.00E+00,,,,,
627,1.00E+00,,,,,
628,1.00E+00,,,,,
629,1.00E+00,,,,,
630,1.00E+00,,,,,
631,0.00E+00,,,,,
632,0.00E+00,,,,,
633,0.00E+00,,,,,
634,0.00E+00,,,,,
635,0.00E+00,,,,,
636,0.00E+00,,,,,
637,0.00E+00,,,,,
638,0.00E+00,,,,,
639,0.00E+00,,,,,
640,0.00E+00,,,,,
641,0.00E+00,,,,,
642,0.00E+00,,,,,
643,0.00E+00,,,,,
644,0.00E+00,,,,,
645,0.00E+00,,,,,
646,0.00E+00,,,,,
647,0.00E+00,,,,,
648,0.00E+00,,,,,
649,0.00E+00,,,,,
650,0.00E+00,,,,,
651,0.00E+00,,,,,
652,0.00E+00,,,,,
653,0.00E+00,,,,,
654,0.00E+00,,,,,
655,0.00E+00,,,,,
656,0.00E+00,,,,,
657,0.00E+00,,,,,
658,0.00E+00,,,,,
659,0.00E+00,,,,,
660,0.00E+00,,,,,
661,0.00E+00,,,,,
662,0.00E+00,,,,,
663,0.00E+00,,,,,
664,0.00E+00,,,,,
665,0.00E+00,,,,,
666,0.00E+00,,,,,
667,0.00E+00,,,,,
668,0.00E+00,,,,,
669,0.00E+00,,,,,
670,0.00E+00,,,,,
671,0.00E+00,,,,,
672,0.00E+00,,,,,
673,0.00E+00,,,,,
674,0.00E+00,,,,,
675,0.00E+00,,,,,
676,0.00E+00,,,,,
677,0.00E+00,,,,,
678,0.00E+00,,,,,
679,0.00E+00,,,,,
680,0.00E+00,,,,,
681,0.00E+00,,,,,
682,0.00E+00,,,,,
683,0.00E+00,,,,,
684,0.00E+00,,,,,
685,0.00E+00,,,,,
686,0.00E+00,,,,,
687,0.00E+00,,,,,
688,0.00E+00,,,,,
689,0.00E+00,,,,,
690,0.00E+00,,,,,
691,0.00E+00,,,,,
692,0.00E+00,,,,,
693,0.00E+00,,,,,
694,0.00E+00,,,,,
695,0.00E+00,,,,,
696,0.00E+00,,,,,
697,0.00E+00,,,,,
698,0.00E+00,,,,,
699,0.00E+00,,,,,
700,0.00E+00,,,,,
701,0.00E+00,,,,,
702,0.00E+00,,,,,
703,0.00E+00,,,,,
704,0.00E+00,,,,,
705,0.00E+00,,,,,
706,0.00E+00,,,,,
707,0.00E+00,,,,,
708,0.00E+00,,,,,
709,0.00E+00,,,,,
710,0.00E+00,,,,,
711,0.00E+00,,,,,
712,0.00E+00,,,,,
713,0.00E+00,,,,,
714,0.00E+00,,,,,
715,0.00E+00,,,,,
716,0.00E+00,,,,,
717,0.00E+00,,,,,
718,0.00E+00,,,,,
719,0.00E+00,,,,,
720,0.00E+00,,,,,
721,1.00E+00,,,,,
722,1.00E+00,,,,,
723,1.00E+00,,,,,
724,1.00E+00,,,,,
725,1.00E+00,,,,,
726,1.00E+00,,,,,
727,1.00E+00,,,,,
728,1.00E+00,,,,,
729,1.00E+00,,,,,
730,1.00E+00,,,,,
731,1.00E+00,,,,,
732,1.00E+00,,,,,
733,1.00E+00,,,,,
734,1.00E+00,,,,,
735,1.00E+00,,,,,
736,1.00E+00,,,,,
737,1.00E+00,,,,,
738,1.00E+00,,,,,
739,1.00E+00,,,,,
740,1.00E+00,,,,,
741,1.00E+00,,,,,
742,1.00E+00,,,,,
743,1.00E+00,,,,,
744,1.00E+00,,,,,
745,1.00E+00,,,,,
746,1.00E+00,,,,,
747,1.00E+00,,,,,
748,1.00E+00,,,,,
749,1.00E+00,,,,,
750,1.00E+00,,,,,
751,1.00E+00,,,,,
752,1.00E+00,,,,,
753,1.00E+00,,,,,
754,1.00E+00,,,,,
755,1.00E+00,,,,,
756,1.00E+00,,,,,
757,1.00E+00,,,,,
758,1.00E+00,,,,,
759,1.00E+00,,,,,
760,1.00E+00,,,,,
761,1.00E+00,,,,,
762,1.00E+00,,,,,
763,1.00E+00,,,,,
764,1.00E+00,,,,,
765,1.00E+00,,,,,
766,1.00E+00,,,,,
767,1.00E+00,,,,,
768,1.00E+00,,,,,
769,1.00E+00,,,,,
770,1.00E+00,,,,,
771,1.00E+00,,,,,
772,1.00E+00,,,,,
773,1.00E+00,,,,,
774,1.00E+00,,,,,
775,1.00E+00,,,,,
776,1.00E+00,,,,,
777,1.00E+00,,,,,
778,1.00E+00,,,,,
779,1.00E+00,,,,,
780,1.00E+00,,,,,
781,1.00E+00,,,,,
782,1.00E+00,,,,,
783,1.00E+00,,,,,
784,1.00E+00,,,,,
785,1.00E+00,,,,,
786,1.00E+00,,,,,
787,1.00E+00,,,,,
788,1.00E+00,,,,,
789,1.00E+00,,,,,
790,1.00E+00,,,,,
791,1.00E+00,,,,,
792,1.00E+00,,,,,
793,1.00E+00,,,,,
794,1.00E+00,,,,,
795,1.00E+00,,,,,
796,1.00E+00,,,,,
797,1.00E+00,,,,,
798,1.00E+00,,,,,
799,1.00E+00,,,,,
800,1.00E+00,,,,,
801,1.00E+00,,,,,
802,1.00E+00,,,,,
803,1.00E+00,,,,,
804,1.00E+00,,,,,
805,1.00E+00,,,,,
806,1.00E+00,,,,,
807,1.00E+00,,,,,
808,1.00E+00,,,,,
809,1.00E+00,,,,,
810,1.00E+00,,,,,
811,0.00E+00,,,,,
812,0.00E+00,,,,,
813,0.00E+00,,,,,
814,0.00E+00,,,,,
815,0.00E+00,,,,,
816,0.00E+00,,,,,
817,0.00E+00,,,,,
818,0.00E+00,,,,,
819,0.00E+00,,,,,
820,0.00E+00,,,,,
821,0.00E+00,,,,,
822,0.00E+00,,,,,
823,0.00E+00,,,,,
824,0.00E+00,,,,,
825,0.00E+00,,,,,
826,0.00E+00,,,,,
827,0.00E+00,,,,,
828,0.00E+00,,,,,
829,0.00E+00,,,,,
830,0.00E+00,,,,,
831,0.00E+00,,,,,
832,0.00E+00,,,,,
833,0.00E+00,,,,,
834,0.00E+00,,,,,
835,0.00E+00,,,,,
836,0.00E+00,,,,,
837,0.00E+00,,,,,
838,0.00E+00,,,,,
839,0.00E+00,,,,,
840,0.00E+00,,,,,
841,0.00E+00,,,,,
842,0.00E+00,,,,,
843,0.00E+00,,,,,
844,0.00E+00,,,,,
845,0.00E+00,,,,,
846,0.00E+00,,,,,
847,0.00E+00,,,,,
848,0.00E+00,,,,,
849,0.00E+00,,,,,
850,0.00E+00,,,,,
851,0.00E+00,,,,,
852,0.00E+00,,,,,
853,0.00E+00,,,,,
854,0.00E+00,,,,,
855,0.00E+00,,,,,
856,0.00E+00,,,,,
857,0.00E+00,,,,,
858,0.00E+00,,,,,
859,0.00E+00,,,,,
860,0.00E+00,,,,,
861,0.00E+00,,,,,
862,0.00E+00,,,,,
863,0.00E+00,,,,,
864,0.00E+00,,,,,
865,0.00E+00,,,,,
866,0.00E+00,,,,,
867,0.00E+00,,,,,
868,0.00E+00,,,,,
869,0.00E+00,,,,,
870,0.00E+00,,,,,
871,0.00E+00,,,,,
872,0.00E+00,,,,,
873,0.00E+00,,,,,
874,0.00E+00,,,,,
875,0.00E+00,,,,,
876,0.00E+00,,,,,
877,0.00E+00,,,,,
878,0.00E+00,,,,,
879,0.00E+00,,,,,
880,0.00E+00,,,,,
881,0.00E+00,,,,,
882,0.00E+00,,,,,
883,0.00E+00,,,,,
884,0.00E+00,,,,,
885,0.00E+00,,,,,
886,0.00E+00,,,,,
887,0.00E+00,,,,,
888,0.00E+00,,,,,
889,0.00E+00,,,,,
890,0.00E+00,,,,,
891,0.00E+00,,,,,
892,0.00E+00,,,,,
893,0.00E+00,,,,,
894,0.00E+00,,,,,
895,0.00E+00,,,,,
896,0.00E+00,,,,,
897,0.00E+00,,,,,
898,0.00E+00,,,,,
899,0.00E+00,,,,,
900,0.00E+00,,,,,
901,1.00E+00,,,,,
902,1.00E+00,,,,,
903,1.00E+00,,,,,
904,1.00E+00,,,,,
905,1.00E+00,,,,,
906,1.00E+00,,,,,
907,1.00E+00,,,,,
908,1.00E+00,,,,,
909,1.00E+00,,,,,
910,1.00E+00,,,,,
911,1.00E+00,,,,,
912,1.00E+00,,,,,
913,1.00E+00,,,,,
914,1.00E+00,,,,,
915,1.00E+00,,,,,
916,1.00E+00,,,,,
917,1.00E+00,,,,,
918,1.00E+00,,,,,
919,1.00E+00,,,,,
920,1.00E+00,,,,,
921,1.00E+00,,,,,
922,1.00E+00,,,,,
923,1.00E+00,,,,,
924,1.00E+00,,,,,
925,1.00E+00,,,,,
926,1.00E+00,,,,,
927,1.00E+00,,,,,
928,1.00E+00,,,,,
929,1.00E+00,,,,,
930,1.00E+00,,,,,
931,1.00E+00,,,,,
932,1.00E+00,,,,,
933,1.00E+00,,,,,
934,1.00E+00,,,,,
935,1.00E+00,,,,,
936,1.00E+00,,,,,
937,1.00E+00,,,,,
938,1.00E+00,,,,,
939,1.00E+00,,,,,
940,1.00E+00,,,,,
941,1.00E+00,,,,,
942,1.00E+00,,,,,
943,1.00E+00,,,,,
944,1.00E+00,,,,,
945,1.00E+00,,,,,
946,1.00E+00,,,,,
947,1.00E+00,,,,,
948,1.00E+00,,,,,
949,1.00E+00,,,,,
950,1.00E+00,,,,,
951,1.00E+00,,,,,
952,1.00E+00,,,,,
953,1.00E+00,,,,,
954,1.00E+00,,,,,
955,1.00E+00,,,,,
956,1.00E+00,,,,,
957,1.00E+00,,,,,
958,1.00E+00,,,,,
959,1.00E+00,,,,,
960,1.00E+00,,,,,
961,1.00E+00,,,,,
962,1.00E+00,,,,,
963,1.00E+00,,,,,
964,1.00E+00,,,,,
965,1.00E+00,,,,,
966,1.00E+00,,,,,
967,1.00E+00,,,,,
968,1.00E+00,,,,,
969,1.00E+00,,,,,
970,1.00E+00,,,,,
971,1.00E+00,,,,,
972,1.00E+00,,,,,
973,1.00E+00,,,,,
974,1.00E+00,,,,,
975,1.00E+00,,,,,
976,1.00E+00,,,,,
977,1.00E+00,,,,,
978,1.00E+00,,,,,
979,1.00E+00,,,,,
980,1.00E+00,,,,,
981,1.00E+00,,,,,
982,1.00E+00,,,,,
983,1.00E+00,,,,,
984,1.00E+00,,,,,
985,1.00E+00,,,,,
986,1.00E+00,,,,,
987,1.00E+00,,,,,
988,1.00E+00,,,,,
989,1.00E+00,,,,,
